"","leima","kirjatlaani","kansallisuus","perheen_toimeentulo","sukupuoli","siviilisaaty"
"30902","000000000012B887","Hämeen lääni","","Ei tietoa","Mies","Naimaton"
"30903","000000000000CAD8","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"30904","0000000000079545","Hämeen lääni","","Ei tietoa","Mies","Naimisissa"
"30905","0000000000079505","Hämeen lääni","","Ei tietoa","Mies","Ei tietoa"
"30906","0000000000145EEA","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"30907","000000000011249F","Hämeen lääni","","Ei tietoa","Mies","Naimisissa"
"30908","000000000003C2A6","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"30909","00000000000811E5","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"30910","000000000014D5C3","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"30911","0000000000079552","Hämeen lääni","","Ei tietoa","Mies","Naimisissa"
"30912","000000000000B8FE","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"30913","0000000000127394","Hämeen lääni","","Ei tietoa","Mies","Naimaton"
"30914","00000000000DB614","Hämeen lääni","","Ei tietoa","Mies","Naimisissa"
"30915","00000001004D0D3D","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"30916","00000001004D0E75","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"30917","0000000000079565","Hämeen lääni","","Ei tietoa","Mies","Naimisissa"
"30918","0000000000127612","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"30919","000000000000ECE2","Hämeen lääni","","","Mies",""
"30920","000000000000F5CD","Hämeen lääni","","","Mies",""
"30921","0000000000125D68","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"30922","0000000000076B1E","Hämeen lääni","","Ei tietoa","Mies","Naimisissa"
"30923","0000000000126D20","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"30924","000000000012AF5A","Hämeen lääni","","Ei tietoa","Mies","Naimaton"
"30925","00000001004D16BA","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"30926","000000000000B218","Viipurin lääni","","Ei tietoa","Nainen","Naimaton"
"30927","000000000000B219","Viipurin lääni","","","Nainen","Naimaton"
"30928","0000000000142F77","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"30929","000000000000F5CE","Hämeen lääni","","","Mies",""
"30930","00000000000F7234","Viipurin lääni","","Muu","Mies","Naimisissa"
"30931","000000000007A7CF","Hämeen lääni","","Ei tietoa","Mies","Ei tietoa"
"30932","0000000000077CDA","Hämeen lääni","","Ei tietoa","Mies","Ei tietoa"
"30933","000000000012DB12","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"30934","00000000001003EA","Hämeen lääni","","Ei tietoa","Mies","Naimaton"
"30935","000000000014D98E","Hämeen lääni","","Ei tietoa","Mies","Naimaton"
"30936","00000000000795A9","Hämeen lääni","","Ei tietoa","Mies","Ei tietoa"
"30937","00000001004D2B5E","Hämeen lääni","","","Mies",""
"30938","00000000000BC961","Hämeen lääni","","Ei tietoa","Mies","Naimisissa"
"30939","000000000007766D","Hämeen lääni","","Ei tietoa","Mies","Ei tietoa"
"30940","0000000000100811","Hämeen lääni","","Ei tietoa","Mies","Naimisissa"
"30941","00000000000E1B32","Hämeen lääni","","Ei tietoa","Mies","Naimisissa"
"30942","000000000011115B","Hämeen lääni","","Ei tietoa","Mies","Naimisissa"
"30943","000000000000A8AE","Viipurin lääni","","","Mies","Naimaton"
"30944","000000000000A6F2","Viipurin lääni","","","Mies","Naimaton"
"30945","00000000000E19E1","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"30946","00000000000E50AC","Hämeen lääni","","Ei tietoa","Mies","Naimaton"
"30947","000000000000A6F4","Viipurin lääni","","Huono","Mies","Naimisissa"
"30948","00000000000B8DCA","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"30949","00000000000FE906","Hämeen lääni","","Ei tietoa","Mies","Naimaton"
"30950","0000000000040201","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"30951","00000001004D4FCE","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"30952","00000000000793E9","Hämeen lääni","","Ei tietoa","Mies","Naimaton"
"30953","000000000000B21B","Viipurin lääni","","Muu","Mies","Naimisissa"
"30954","0000000000147C41","Viipurin lääni","","Muu","Mies","Naimisissa"
"30955","000000000000B21C","Uudenmaan lääni","","","Mies","Naimaton"
"30956","000000000008326B","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"30957","000000000014C6A0","Viipurin lääni","","Muu","Mies","Naimisissa"
"30958","00000000000BE451","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"30959","000000000000AFB3","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"30960","0000000000003501","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"30961","00000000000F3253","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"30962","00000000000E5463","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"30963","000000000014665C","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"30964","00000000001410C1","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"30965","000000000000C1C6","Viipurin lääni","","","Mies","Naimaton"
"30966","00000001004D6AC0","Uudenmaan lääni","","","Mies","Naimaton"
"30967","00000000000A160B","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"30968","00000000000A2267","Viipurin lääni","","Muu","Mies","Naimisissa"
"30969","000000000000A713","Viipurin lääni","","","Mies","Leski"
"30970","00000000000E0286","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"30971","0000000000038445","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"30972","00000000000751A7","Viipurin lääni","","Muu","Mies","Naimisissa"
"30973","0000000000141F4F","Viipurin lääni","","Muu","Mies","Naimisissa"
"30974","0000000000080D8B","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"30975","0000000000036D9C","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"30976","0000000000128C5F","Viipurin lääni","","Ei tietoa","Mies","Leski"
"30977","000000000007DA82","Vaasan lääni","","Ei tietoa","Mies","Naimaton"
"30978","0000000000128DB3","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"30979","0000000000129CB1","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"30980","000000000012903E","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"30981","00000000001446E5","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"30982","000000000000B9D7","Uudenmaan lääni","","","Mies","Naimaton"
"30983","000000000014BFB4","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"30984","000000000014BFCF","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"30985","0000000000128E15","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"30986","000000000013888A","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"30987","0000000000101582","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"30988","000000000014BFCA","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"30989","000000000014BF9E","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"30990","000000000012AD3C","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"30991","000000000010B726","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"30992","0000000000113828","Viipurin lääni","","Ei tietoa","Mies","Ei tietoa"
"30993","000000000012999E","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"30994","00000000001551C9","Viipurin lääni","","Ei tietoa","Mies","Ei tietoa"
"30995","00000000001551C7","Viipurin lääni","","Ei tietoa","Mies","Ei tietoa"
"30996","0000000000128C0D","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"30997","0000000000128CDB","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"30998","00000000000F56B4","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"30999","000000000000A7F7","Viipurin lääni","","","Mies","Naimaton"
"31000","000000000000A7F8","Viipurin lääni","","","Mies","Naimaton"
"31001","0000000000039757","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"31002","00000000000ACC96","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"31003","00000000000F54C5","Viipurin lääni","Venäläinen","Ei tietoa","Mies","Naimisissa"
"31004","000000000012849D","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"31005","000000000002F18A","Uudenmaan lääni","","Ei tietoa","Mies","Leski"
"31006","000000000011024F","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"31007","0000000000110592","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"31008","000000000003D20B","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"31009","00000000000E72F6","Viipurin lääni","","Muu","Mies","Naimisissa"
"31010","0000000000154706","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"31011","00000001004DD2DA","Uudenmaan lääni","","","Mies","Naimaton"
"31012","0000000000110306","Viipurin lääni","","Muu","Mies","Naimisissa"
"31013","00000000001104D3","Viipurin lääni","","Huono","Mies","Naimaton"
"31014","00000000000510EB","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"31015","000000000011037F","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"31016","000000000012F0DB","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"31017","000000000005D0C4","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"31018","0000000000149B25","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"31019","00000000001104F7","Viipurin lääni","","Huono","Mies","Naimisissa"
"31020","0000000000149B17","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"31021","0000000000149B28","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"31022","0000000000149B14","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"31023","000000000014BD3B","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31024","0000000000110529","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"31025","0000000000030446","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"31026","000000000000AFB4","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"31027","0000000000121CF7","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"31028","0000000000127369","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"31029","0000000000132D78","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31030","000000000010D0D3","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"31031","0000000000109CAC","Viipurin lääni","","Muu","Mies","Naimisissa"
"31032","00000000001287FC","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"31033","00000000001457FD","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"31034","00000001004E15AC","Viipurin lääni","","Hyvin huono","Mies","Naimisissa"
"31035","0000000000147E54","Viipurin lääni","","Huono","Mies","Naimisissa"
"31036","000000000006A2A7","Uudenmaan lääni","","Huono","Mies","Naimisissa"
"31037","0000000000135D98","Uudenmaan lääni","","Huono","Mies","Naimisissa"
"31038","000000000010F065","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"31039","0000000000103B43","Viipurin lääni","","Muu","Mies","Naimisissa"
"31040","0000000000128823","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"31041","00000000001464F1","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"31042","0000000000128843","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"31043","0000000000131CB1","Uudenmaan lääni","","Huono","Mies","Leski"
"31044","00000001004E2A47","Uudenmaan lääni","","","Mies",""
"31045","0000000000143CCD","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31046","00000001004E67F8","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"31047","0000000000147D76","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"31048","0000000000128C61","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31049","000000000012E10E","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"31050","000000000012DBF2","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"31051","00000000000E0795","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"31052","0000000000147E5E","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"31053","000000000003507D","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"31054","00000001004E4530","Uudenmaan lääni","","","Mies","Naimaton"
"31055","0000000000147D5F","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"31056","000000000012080E","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"31057","0000000000147E15","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"31058","00000001004E4934","Uudenmaan lääni","","","Mies","Naimaton"
"31059","00000001004E49B5","Viipurin lääni","","Muu","Mies","Naimisissa"
"31060","00000001004E4BFC","Turun ja Porin lääni","","","Mies","Naimaton"
"31061","000000000000CF8F","Turun ja Porin lääni","","Ei tietoa","Mies","Naimaton"
"31062","00000000000F9AE9","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"31063","000000000012E129","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31064","0000000000137788","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"31065","00000000000F9A77","Viipurin lääni","","Huono","Mies","Naimisissa"
"31066","000000000014552C","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31067","00000001004E5651","Uudenmaan lääni","","","Mies","Naimisissa"
"31068","00000000001260F0","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"31069","000000000011BF18","Uudenmaan lääni","","Ei tietoa","Mies","Ei tietoa"
"31070","0000000000128975","Uudenmaan lääni","","Ei tietoa","Mies","Ei tietoa"
"31071","00000001004E5DEA","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31072","00000000000E3C9C","Viipurin lääni","","Huono","Mies","Naimisissa"
"31073","0000000000142EF4","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31074","000000000006A20E","Uudenmaan lääni","","Ei tietoa","Mies","Ei tietoa"
"31075","00000000000615CA","Viipurin lääni","","Hyvin huono","Mies","Naimisissa"
"31076","0000000000147D8D","Viipurin lääni","","Huono","Mies","Naimisissa"
"31077","0000000000147E38","Viipurin lääni","","Huono","Mies","Naimisissa"
"31078","00000001005AD79D","Viipurin lääni","","Huono","Mies","Naimisissa"
"31079","0000000000128D1C","Turun ja Porin lääni","","Ei tietoa","Mies","Naimisissa"
"31080","000000000000B236","Viipurin lääni","","","Mies","Naimaton"
"31081","0000000000128D79","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"31082","000000000000A7AB","Viipurin lääni","","Huono","Mies","Naimisissa"
"31083","000000000014897A","Viipurin lääni","","Muu","Mies","Naimisissa"
"31084","0000000000033EFD","Viipurin lääni","","Ei tietoa","Nainen","Naimaton"
"31085","000000000000ABBE","Viipurin lääni","","Muu","Mies","Naimisissa"
"31086","000000000014BEAB","Viipurin lääni","","Muu","Mies","Naimisissa"
"31087","000000000014CF5F","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31088","000000000000ABBF","Viipurin lääni","","","Mies","Naimaton"
"31089","0000000000122CF0","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"31090","0000000000128E26","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31091","0000000000128F41","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"31092","0000000000128F77","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"31093","0000000000122E17","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"31094","0000000000116F02","Viipurin lääni","","Ei tietoa","Mies","Ei tietoa"
"31095","000000000009B774","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"31096","00000001004EB044","Viipurin lääni","","Muu","Mies","Naimisissa"
"31097","000000000014C036","Viipurin lääni","","Muu","Mies","Naimaton"
"31098","0000000000153138","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"31099","0000000000154948","Viipurin lääni","","Ei tietoa","Mies","Ei tietoa"
"31100","00000001004EC955","Viipurin lääni","","Ei tietoa","Mies","Ei tietoa"
"31101","00000000001447DD","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"31102","000000000014EC98","Uudenmaan lääni","","Ei tietoa","Mies","Ei tietoa"
"31103","0000000000146381","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"31104","00000000001247C9","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"31105","000000000014576E","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"31106","00000000001247E0","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"31107","0000000000133118","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31108","000000000012790C","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31109","0000000000143F72","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"31110","00000000001455C1","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31111","00000000001465B9","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"31112","0000000000097185","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31113","000000000005CEBA","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"31114","00000001004EC71D","Uudenmaan lääni","","","Mies","Naimisissa"
"31115","00000000000FF4E1","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31116","0000000000030495","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"31117","000000000003F407","Uudenmaan lääni","","Ei tietoa","Mies","Ei tietoa"
"31118","00000000000D6544","Viipurin lääni","","Huono","Mies","Naimisissa"
"31119","0000000000146886","Uudenmaan lääni","","Ei tietoa","Mies","Ei tietoa"
"31120","0000000000145378","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"31121","000000000009A14F","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31122","000000000000ADFD","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"31123","0000000000116F3F","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31124","00000000001549F2","Viipurin lääni","","Ei tietoa","Nainen","Ei tietoa"
"31125","000000000013D3ED","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31126","00000001004ED1B6","Viipurin lääni","","","Mies","Naimaton"
"31127","00000000000A5BA4","Uudenmaan lääni","","Ei tietoa","Mies","Ei tietoa"
"31128","00000000001292CB","Uudenmaan lääni","","Ei tietoa","Mies","Ei tietoa"
"31129","0000000000129707","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31130","000000000012BECF","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31131","000000000014CD7B","Uudenmaan lääni","","Ei tietoa","Mies","Ei tietoa"
"31132","0000000000122E42","Uudenmaan lääni","","Ei tietoa","Mies","Ei tietoa"
"31133","0000000000114968","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"31134","000000000014079D","Uudenmaan lääni","","Ei tietoa","Mies","Ei tietoa"
"31135","00000000000AA823","Hämeen lääni","","Ei tietoa","Mies","Naimisissa"
"31136","000000000012200A","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"31137","0000000000120CAF","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"31138","000000000000A7F9","Viipurin lääni","","","Mies","Naimaton"
"31139","00000000000A5BF9","Uudenmaan lääni","","Ei tietoa","Mies","Ei tietoa"
"31140","0000000000146478","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31141","000000000013FEB0","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31142","0000000000122E4C","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31143","0000000000096AFC","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31144","000000000011462C","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"31145","00000000000F9F20","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"31146","00000000000C5EF8","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31147","000000000012BA7A","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31148","000000000015495F","Uudenmaan lääni","","Ei tietoa","Mies","Ei tietoa"
"31149","0000000000155855","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31150","0000000000146747","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31151","0000000000149A7C","Hämeen lääni","","Ei tietoa","Mies","Naimisissa"
"31152","0000000000146776","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31153","000000000000BA57","Uudenmaan lääni","","","Mies",""
"31154","000000000014981D","Viipurin lääni","","Ei tietoa","Nainen","Leski"
"31155","0000000000126063","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31156","000000000015117A","Uudenmaan lääni","","Ei tietoa","Mies","Ei tietoa"
"31157","0000000000146706","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31158","0000000000141BD0","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31159","0000000000035FD4","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"31160","0000000000137CA3","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31161","0000000000121C6A","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31162","0000000000113AE0","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"31163","00000000000FC9F5","Uudenmaan lääni","","Ei tietoa","Mies","Ei tietoa"
"31164","000000000003E824","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31165","0000000000100685","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31166","0000000000113A24","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"31167","0000000000115220","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31168","0000000000116B60","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"31169","000000000014972B","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"31170","0000000000149825","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"31171","00000000000A6959","Uudenmaan lääni","","Ei tietoa","Mies","Ei tietoa"
"31172","00000000001153B4","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31173","000000000000AD09","Viipurin lääni","","","Mies","Naimaton"
"31174","0000000000128358","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31175","00000000001110F1","Uudenmaan lääni","","Ei tietoa","Mies","Ei tietoa"
"31176","0000000000128366","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"31177","000000000012C629","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31178","000000000015303E","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31179","000000000012023B","Uudenmaan lääni","","Ei tietoa","Mies","Ei tietoa"
"31180","00000000000E4727","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31181","0000000000113F75","Viipurin lääni","","Ei tietoa","Nainen","Naimaton"
"31182","0000000000122E5C","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"31183","0000000000153241","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31184","0000000000114A20","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"31185","00000000001283A9","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"31186","0000000000144138","Hämeen lääni","","Ei tietoa","Mies","Naimaton"
"31187","0000000000083192","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31188","00000000000954AC","Uudenmaan lääni","","Ei tietoa","Mies","Ei tietoa"
"31189","0000000000115825","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"31190","000000000011BE7F","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31191","000000000011631B","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31192","00000000000BFDC1","Vaasan lääni","","Ei tietoa","Mies","Naimisissa"
"31193","0000000000144441","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31194","00000001004F307F","Uudenmaan lääni","","","Mies","Naimisissa"
"31195","0000000000122E6C","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31196","00000000000F54FF","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31197","00000000001139C1","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"31198","00000000000BDDB1","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"31199","000000000011BF5C","Uudenmaan lääni","","Ei tietoa","Mies","Ei tietoa"
"31200","000000000003E278","Uudenmaan lääni","","Ei tietoa","Mies","Ei tietoa"
"31201","000000000012E00A","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31202","000000000014644B","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31203","000000000012933B","Uudenmaan lääni","","Ei tietoa","Nainen","Ei tietoa"
"31204","00000000001203D0","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31205","0000000000114C8F","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"31206","00000000000A6131","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31207","00000000000FAD8E","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31208","0000000000122E7A","Uudenmaan lääni","","Ei tietoa","Mies","Ei tietoa"
"31209","00000000000407CA","Viipurin lääni","","Ei tietoa","Mies","Leski"
"31210","0000000000126561","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31211","000000000012BF39","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31212","000000000003DD2B","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31213","000000000012839A","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31214","0000000000120776","Uudenmaan lääni","","Ei tietoa","Mies","Ei tietoa"
"31215","0000000000126149","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31216","00000000001146E0","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"31217","0000000000139AAB","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31218","000000000009648F","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31219","0000000000119AD1","Viipurin lääni","","Ei tietoa","Mies","Naimaton"
"31220","00000000000D3813","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31221","0000000000097064","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31222","00000000000AFC94","Hämeen lääni","","Ei tietoa","Mies","Ei tietoa"
"31223","000000000012CFD7","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31224","000000000000A7FC","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"31225","000000000013E4AF","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31226","0000000000034C66","Uudenmaan lääni","","Ei tietoa","Mies","Ei tietoa"
"31227","0000000000149835","Viipurin lääni","","Ei tietoa","Mies","Naimisissa"
"31228","000000000000E992","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31229","00000000000A8FA7","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31230","000000000013198B","Uudenmaan lääni","","Ei tietoa","Mies","Naimaton"
"31231","0000000000146730","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31232","00000000001293EE","Uudenmaan lääni","","Ei tietoa","Mies","Naimisissa"
"31233","00000000001293FA","Uudenmaan lääni","","Ei tietoa","Mies","Ei tietoa"
"31234","00000000001240F9","Uudenmaan lääni","","Ei tietoa","Mies","Ei tietoa"
"31235","000000000010D089","Uudenmaan lääni","","Ei tietoa","Mies","Ei tietoa"
